SerialNo,CustomerID,CustomerName,Age,Gender,City,SubscriptionType,MonthlySpending,Tenure,NumberOfPurchases,CustomerSupportRequests,LoginFrequency,LastActivityDate,SatisfactionScore,ChurnStatus
680,CUST0680,Adnan Nawaz,24.0,Male,Gujranwala,Basic,459.69,9,15,0,28.0,2026-05-11,3.4,0
681,CUST0681,Waqar Siddiqui,30.0,Male,Multan,Premium,2843.51,1,2,3,9.0,2026-04-12,3.1,0
682,CUST0682,Iqra Javed,43.0,Female,Sargodha,Standard,976.56,51,77,2,16.0,2026-03-10,3.5,0
683,CUST0683,Farida Sheikh,60.0,Female,Lahore,Premium,2286.84,40,57,4,15.0,2026-05-23,5.0,0
684,CUST0684,Noor Qureshi,38.0,Female,Hyderabad,Standard,1557.5,19,26,2,15.0,2026-04-23,4.1,0
685,CUST0685,Hamza Rana,18.0,Male,Islamabad,Premium,1956.51,9,12,2,6.0,2026-05-28,3.5,0
686,CUST0686,Zara Raja,36.0,Female,Sialkot,Basic,566.23,19,27,5,11.0,2026-05-22,2.7,0
687,CUST0687,Nadia Hashmi,43.0,Female,Sukkur,Premium,2278.2,1,0,1,19.0,2026-05-08,2.9,0
688,CUST0688,Junaid Ahmed,34.0,Male,Larkana,Standard,1181.68,9,8,3,20.0,2026-03-06,5.0,0
689,CUST0689,Waqar Hashmi,60.0,Male,Gujranwala,Standard,909.65,11,24,6,12.0,2026-05-21,3.4,0
690,CUST0690,Fatima Bhatti,45.0,Female,Bahawalpur,Basic,507.84,33,40,2,21.0,2026-05-18,3.3,0
691,CUST0691,Saima Butt,32.0,Female,Bahawalpur,Standard,1611.4,2,4,0,28.0,2026-05-20,3.5,0
692,CUST0692,Hassan Baig,48.0,Male,Gujranwala,Standard,1457.4,21,31,2,13.0,2026-05-02,3.4,0
693,CUST0693,Mehwish Nawaz,25.0,Female,Larkana,Standard,945.89,26,36,1,14.0,2026-05-11,2.4,1
694,CUST0694,Iqra Qureshi,47.0,Female,Quetta,Premium,3218.18,29,28,1,7.0,2026-05-10,2.4,1
695,CUST0695,Asma Siddiqui,21.0,Female,Bahawalpur,Premium,3269.6,22,30,1,13.0,2026-03-08,2.7,0
696,CUST0696,Zubair Chaudhry,29.0,Male,Sialkot,Premium,2622.48,33,54,2,30.0,2026-05-09,4.2,0
697,CUST0697,Hamza Bhatti,42.0,Male,Hyderabad,Standard,1221.55,41,72,1,14.0,2026-04-06,1.8,1
698,CUST0698,Saad Javed,55.0,Male,Quetta,Standard,1208.37,2,2,1,24.0,2026-05-19,2.5,0
699,CUST0699,Asma Qureshi,24.0,Female,Larkana,Premium,2563.23,29,41,2,,2026-05-26,5.0,0
700,CUST0700,Ahmed Baig,27.0,Male,Islamabad,Basic,388.98,29,47,2,18.0,2026-02-10,2.3,1
701,CUST0701,Maria Qureshi,30.0,Female,Gujranwala,Basic,309.08,20,31,1,17.0,2026-04-04,4.4,0
702,CUST0702,Nadia Javed,31.0,Female,Karachi,Basic,420.4,37,48,2,18.0,2026-05-10,4.3,0
703,CUST0703,Shahid Baig,31.0,Male,Rawalpindi,Standard,1489.58,3,7,0,20.0,2026-05-17,2.4,0
704,CUST0704,Ayesha Baig,30.0,Female,Peshawar,Standard,1367.87,1,1,4,30.0,2026-03-04,1.7,1
705,CUST0705,Asma Ahmed,25.0,Female,Karachi,Premium,3217.2,1,0,2,7.0,2026-05-08,4.5,1
706,CUST0706,Sara Mirza,24.0,Female,Sargodha,Standard,1075.84,9,10,1,,2026-04-20,2.6,0
707,CUST0707,Zubair Qureshi,34.0,Male,Quetta,Basic,401.13,1,1,4,18.0,2026-04-17,3.4,0
708,CUST0708,Hamza Bhatti,44.0,Male,Lahore,Basic,451.61,10,11,1,22.0,2026-05-25,2.6,0
709,CUST0709,Hina Butt,27.0,Female,Sialkot,Premium,1826.0,11,19,2,12.0,2026-04-04,3.1,1
710,CUST0710,Hina Ahmed,26.0,Female,Islamabad,Enterprise,3597.8,36,58,1,14.0,2026-04-12,5.0,0
711,CUST0711,Uzma Iqbal,35.0,Female,Hyderabad,Basic,589.36,8,12,4,12.0,2026-05-29,4.1,0
712,CUST0712,Saima Hussain,30.0,Female,Islamabad,Standard,1049.42,17,27,1,15.0,2026-05-31,1.2,0
713,CUST0713,Junaid Javed,22.0,Male,Hyderabad,Standard,1079.94,18,26,2,27.0,2026-05-08,3.6,0
714,CUST0714,Faraz Siddiqui,32.0,Male,Multan,Basic,565.01,11,10,1,27.0,2026-05-30,5.0,0
715,CUST0715,Asma Khan,46.0,Female,Lahore,Standard,1555.09,3,7,0,21.0,2026-05-30,3.4,0
716,CUST0716,Ali Siddiqui,47.0,Male,Peshawar,Enterprise,4596.62,9,13,1,6.0,2026-05-20,3.9,0
717,CUST0717,Amna Javed,29.0,Female,Bahawalpur,Basic,287.99,7,6,0,19.0,2026-05-29,3.5,0
718,CUST0718,Saima Bhatti,51.0,Female,Quetta,Standard,1515.81,31,36,3,17.0,2026-05-18,5.0,0
719,CUST0719,Faraz Bhatti,48.0,Male,Lahore,Enterprise,3474.38,39,58,1,4.0,2026-04-25,2.4,1
720,CUST0720,Usman Chaudhry,26.0,Male,Gujranwala,Standard,985.07,14,15,3,,2026-05-11,2.9,0
721,CUST0721,Zara Chaudhry,39.0,Female,Hyderabad,Premium,2205.3,9,11,2,13.0,2026-04-18,3.4,0
722,CUST0722,Sana Malik,49.0,Female,Karachi,Standard,1360.14,30,45,2,17.0,2026-04-24,3.7,0
723,CUST0723,Usman Ahmed,32.0,Male,Islamabad,Premium,1831.61,1,2,3,7.0,2026-04-27,3.1,0
724,CUST0724,Tariq Ansari,38.0,Male,Peshawar,Standard,1024.5,6,4,2,12.0,2026-04-29,2.5,0
725,CUST0725,Fatima Baig,36.0,Female,Gujranwala,Basic,649.5,16,19,1,15.0,2026-05-08,2.0,1
726,CUST0726,Naveed Ahmed,48.0,Male,Bahawalpur,Premium,2746.0,14,17,0,22.0,2026-05-31,2.6,0
727,CUST0727,Imran Qureshi,43.0,Male,Sialkot,Basic,403.09,27,40,1,25.0,2026-03-05,1.7,0
728,CUST0728,Saba Baig,35.0,Female,Sukkur,Standard,1015.51,7,11,3,8.0,2026-05-18,2.4,1
729,CUST0729,Bilal Baig,18.0,Male,Sargodha,Premium,1909.58,33,48,2,18.0,2026-05-25,4.1,0
730,CUST0730,Imran Mirza,45.0,Male,Karachi,Standard,1354.05,7,7,2,17.0,2026-05-24,3.2,0
731,CUST0731,Ali Khan,33.0,Male,Sialkot,Standard,828.94,12,14,1,13.0,2026-04-25,5.0,0
732,CUST0732,Imran Chaudhry,27.0,Male,Bahawalpur,Premium,2709.09,60,100,1,17.0,2026-05-13,2.9,0
733,CUST0733,Junaid Bhatti,43.0,Male,Islamabad,Basic,580.88,16,27,2,7.0,2026-04-28,4.4,0
734,CUST0734,Nadia Sheikh,27.0,Female,Islamabad,Standard,1438.69,1,2,2,8.0,2026-01-09,2.7,1
735,CUST0735,Shahid Hashmi,38.0,Male,Gujranwala,Standard,880.04,46,61,3,7.0,2026-05-16,3.0,0
736,CUST0736,Tariq Sheikh,32.0,Male,Rawalpindi,Premium,3219.08,13,21,4,12.0,2026-05-24,3.5,0
737,CUST0737,Noor Malik,30.0,Female,Gujranwala,Standard,1202.97,5,10,5,11.0,2026-04-17,4.2,1
738,CUST0738,Zubair Siddiqui,35.0,Male,Quetta,Standard,1230.13,16,23,3,14.0,2026-04-15,2.1,0
739,CUST0739,Lubna Malik,66.0,Female,Sialkot,Standard,786.23,26,42,3,20.0,2026-04-13,2.6,0
740,CUST0740,Maria Khan,47.0,Female,Multan,Basic,398.11,2,4,2,22.0,2026-05-13,3.7,1
741,CUST0741,Amna Mirza,36.0,Female,Islamabad,Standard,1009.57,7,7,4,5.0,2026-03-21,3.2,1
742,CUST0742,Farida Hashmi,28.0,Female,Multan,Premium,2082.29,13,16,1,13.0,2026-04-24,,0
743,CUST0743,Hamza Nawaz,18.0,Male,Lahore,Premium,3247.41,15,29,1,,2026-04-12,3.7,0
744,CUST0744,Shahid Chaudhry,46.0,Male,Faisalabad,Premium,2965.44,1,3,0,7.0,2026-05-08,3.1,0
745,CUST0745,Ahmed Bhatti,32.0,Male,Gujranwala,Basic,574.46,33,61,3,3.0,2026-04-01,3.0,1
746,CUST0746,Lubna Chaudhry,54.0,Female,Larkana,Basic,646.52,13,12,4,10.0,2026-05-13,3.2,0
747,CUST0747,Hina Mirza,44.0,Female,Peshawar,Basic,537.08,24,48,0,6.0,2026-05-24,4.5,0
748,CUST0748,Hina Hashmi,20.0,Female,Hyderabad,Standard,987.37,12,17,2,11.0,2026-04-22,2.5,0
749,CUST0749,Kamran Nawaz,44.0,Male,Gujranwala,Basic,617.42,4,7,1,5.0,2026-05-13,3.3,0
750,CUST0750,Maria Butt,18.0,Female,Sialkot,Enterprise,6301.02,16,21,3,1.0,2026-05-13,,0
751,CUST0751,Asad Mirza,32.0,Male,Karachi,Basic,515.97,35,50,1,17.0,2026-05-13,2.3,0
752,CUST0752,Tariq Mirza,50.0,Male,Rawalpindi,Basic,568.67,25,46,3,13.0,2026-05-27,3.0,0
753,CUST0753,Saba Rana,38.0,Female,Larkana,Standard,1384.22,20,33,3,17.0,2026-04-19,2.0,1
754,CUST0754,Zara Bhatti,18.0,Female,Gujranwala,Premium,2797.29,1,5,2,16.0,2026-05-21,5.0,0
755,CUST0755,Lubna Javed,18.0,Female,Sialkot,Basic,544.49,2,8,2,10.0,2026-02-06,3.4,0
756,CUST0756,Lubna Ali,51.0,Female,Hyderabad,Basic,709.94,19,28,4,11.0,2026-05-19,3.0,0
757,CUST0757,Rizwan Baig,38.0,Male,Multan,Premium,2656.19,8,13,1,15.0,2026-02-02,3.8,1
758,CUST0758,Rida Khan,50.0,Female,Hyderabad,Premium,1995.02,4,4,0,14.0,2026-05-30,5.0,0
759,CUST0759,Usman Bhatti,25.0,Male,Gujranwala,Basic,522.16,25,46,0,14.0,2026-04-06,4.8,0
760,CUST0760,Saad Nawaz,54.0,Male,Bahawalpur,Premium,2954.01,60,82,1,21.0,2026-05-08,5.0,0
761,CUST0761,Iqra Sheikh,34.0,Female,Quetta,Standard,1079.12,46,66,4,12.0,2026-05-23,3.9,0
762,CUST0762,Junaid Khan,18.0,Male,Rawalpindi,Basic,455.86,4,8,2,7.0,2026-05-11,3.6,0
763,CUST0763,Bilal Bhatti,26.0,Male,Karachi,Premium,2213.92,1,2,3,25.0,2026-05-12,2.2,1
764,CUST0764,Tariq Butt,32.0,Male,Hyderabad,Enterprise,4816.75,17,22,3,9.0,2026-05-24,4.1,0
765,CUST0765,Imran Ali,19.0,Male,Rawalpindi,Standard,1220.13,6,5,3,21.0,2026-04-17,3.6,0
766,CUST0766,Maria Hussain,18.0,Female,Sukkur,Standard,1438.97,14,14,3,27.0,2026-04-16,3.9,1
767,CUST0767,Adnan Bhatti,27.0,Male,Faisalabad,Basic,420.51,12,16,4,11.0,2026-05-09,,0
768,CUST0768,Rida Iqbal,,Female,Lahore,Basic,351.55,6,7,0,19.0,2026-06-01,3.4,0
769,CUST0769,Ahmed Chaudhry,35.0,Male,Hyderabad,Premium,3818.33,37,43,4,0.0,2026-05-21,2.8,0
770,CUST0770,Hina Nawaz,18.0,Female,Lahore,Basic,408.94,10,22,3,2.0,2026-03-16,2.2,1
771,CUST0771,Shahid Bhatti,32.0,Male,Sargodha,Basic,406.28,1,1,1,22.0,2026-05-13,2.3,1
772,CUST0772,Adnan Javed,29.0,Male,Sukkur,Basic,486.82,33,61,0,18.0,2026-05-24,3.8,0
773,CUST0773,Saima Ansari,31.0,Female,Multan,Premium,2792.51,60,84,0,16.0,2026-05-13,5.0,0
774,CUST0774,Sara Rana,43.0,Female,Sargodha,Premium,2010.34,3,3,1,4.0,2026-05-12,3.0,1
775,CUST0775,Junaid Malik,39.0,Male,Faisalabad,Standard,1363.73,15,15,1,11.0,2026-05-20,2.0,1
776,CUST0776,Imran Nawaz,21.0,Male,Larkana,Standard,1248.8,21,40,3,27.0,2026-05-29,4.2,0
777,CUST0777,Ahmed Iqbal,31.0,Male,Hyderabad,Basic,627.54,1,2,5,23.0,2026-05-19,3.1,1
778,CUST0778,Faraz Ansari,54.0,Male,Multan,Basic,652.83,8,17,3,24.0,2026-04-18,3.6,0
779,CUST0779,Amna Javed,43.0,Female,Peshawar,Standard,,5,11,3,5.0,2026-05-23,3.5,0
780,CUST0780,Nadia Ansari,30.0,Female,Hyderabad,Premium,2276.68,60,79,2,19.0,2026-05-24,4.1,0
781,CUST0781,Asma Javed,38.0,Female,Quetta,Basic,485.52,31,51,2,30.0,2026-05-21,2.4,1
782,CUST0782,Saba Malik,,Female,Sukkur,Premium,2724.72,7,14,1,16.0,2026-05-13,2.8,1
783,CUST0783,Waqar Butt,32.0,Male,Lahore,Basic,573.51,6,19,1,20.0,2026-05-10,5.0,0
784,CUST0784,Asma Nawaz,30.0,Female,Bahawalpur,Standard,946.53,9,12,4,11.0,2026-05-22,5.0,1
785,CUST0785,Fatima Ali,34.0,Female,Sukkur,Basic,435.22,7,8,2,16.0,2026-05-21,4.1,0
786,CUST0786,Sana Ali,28.0,Female,Faisalabad,Basic,461.14,17,20,2,8.0,2026-04-15,4.6,1
787,CUST0787,Omer Baig,18.0,Male,Sialkot,Standard,669.99,12,21,0,1.0,2026-05-15,4.1,1
788,CUST0788,Hamza Rana,33.0,Male,Quetta,Basic,721.07,17,26,4,25.0,2026-05-06,3.0,0
789,CUST0789,Nadia Ahmed,36.0,Female,Sargodha,Standard,1058.09,10,13,2,25.0,2026-04-19,4.2,0
790,CUST0790,Adnan Butt,32.0,Male,Gujranwala,Basic,584.06,55,94,1,25.0,2026-05-06,1.6,1
791,CUST0791,Hamza Ali,35.0,Male,Faisalabad,Premium,3331.47,1,3,1,20.0,2026-05-15,4.0,0
792,CUST0792,Saba Iqbal,36.0,Female,Rawalpindi,Standard,1371.0,17,31,5,12.0,2026-01-12,4.7,0
793,CUST0793,Usman Javed,66.0,Male,Faisalabad,Premium,1834.89,13,17,2,19.0,2026-05-17,4.8,0
794,CUST0794,Noor Raja,42.0,Female,Rawalpindi,Standard,1099.55,21,32,0,5.0,2026-05-25,3.4,0
795,CUST0795,Lubna Khan,42.0,Female,Faisalabad,Basic,525.7,9,10,5,6.0,2026-05-11,1.9,0
796,CUST0796,Rizwan Qureshi,32.0,Male,Multan,Enterprise,4794.16,7,8,5,,2026-04-22,4.7,0
797,CUST0797,Asma Iqbal,27.0,Female,Faisalabad,Standard,899.18,8,21,3,14.0,2026-03-06,4.5,0
798,CUST0798,Sara Siddiqui,37.0,Female,Sargodha,Standard,1479.6,8,19,3,29.0,2026-05-28,,1
799,CUST0799,Asad Sheikh,28.0,Male,Faisalabad,Basic,529.51,43,57,1,18.0,2026-05-04,3.8,0
800,CUST0800,Kamran Siddiqui,27.0,Male,Peshawar,Enterprise,4131.23,11,26,2,9.0,2026-04-14,3.4,0
801,CUST0801,Tariq Hussain,44.0,Male,Faisalabad,Basic,407.25,1,1,5,13.0,2026-05-27,2.2,0
802,CUST0802,Sana Javed,56.0,Female,Larkana,Basic,624.85,13,22,3,8.0,2026-06-01,2.9,0
803,CUST0803,Naveed Raja,44.0,Male,Islamabad,Enterprise,3877.75,4,7,4,19.0,2026-05-13,2.8,0
804,CUST0804,Asad Chaudhry,27.0,Male,Rawalpindi,Premium,2202.75,3,7,0,28.0,2026-05-08,2.2,0
805,CUST0805,Kamran Chaudhry,23.0,Male,Sukkur,Basic,542.48,18,21,2,26.0,2026-05-25,2.8,0
806,CUST0806,Hassan Sheikh,41.0,Male,Larkana,Basic,620.9,15,20,3,10.0,2026-06-01,2.9,0
807,CUST0807,Rida Khan,47.0,Female,Sargodha,Premium,2080.91,28,42,2,8.0,2026-04-16,4.8,0
808,CUST0808,Noor Nawaz,47.0,Female,Multan,Standard,1074.88,2,2,2,22.0,2026-05-30,3.1,0
809,CUST0809,Uzma Butt,31.0,Female,Sargodha,Enterprise,4494.1,8,15,2,18.0,2026-05-07,4.3,0
810,CUST0810,Naveed Malik,38.0,Male,Karachi,Standard,1355.07,4,4,2,4.0,2026-05-29,3.6,0
811,CUST0811,Rizwan Mirza,19.0,Male,Peshawar,Premium,2128.84,12,24,4,21.0,2026-03-10,3.7,0
812,CUST0812,Zara Bhatti,35.0,Female,Quetta,Basic,432.63,8,13,2,16.0,2026-05-05,3.2,1
813,CUST0813,Omer Iqbal,33.0,Male,Lahore,Basic,540.58,2,1,1,16.0,2026-05-19,5.0,0
814,CUST0814,Maria Javed,37.0,Female,Faisalabad,Basic,438.18,15,20,1,13.0,2026-05-30,4.1,0
815,CUST0815,Noor Butt,52.0,Female,Quetta,Standard,807.26,12,20,2,11.0,2026-05-04,4.5,0
816,CUST0816,Noor Baig,30.0,Female,Faisalabad,Standard,1125.31,6,10,1,30.0,2026-05-23,3.4,0
817,CUST0817,Hassan Raja,43.0,Male,Sargodha,Basic,658.45,7,10,3,12.0,2026-05-26,5.0,0
818,CUST0818,Nadia Malik,53.0,Female,Sargodha,Enterprise,6146.49,6,8,1,26.0,2026-05-08,2.7,0
819,CUST0819,Hamza Ansari,29.0,Male,Quetta,Basic,584.4,13,19,2,27.0,2026-05-26,4.4,0
820,CUST0820,Uzma Qureshi,41.0,Female,Faisalabad,Standard,1166.94,5,12,0,23.0,2026-05-04,4.8,0
821,CUST0821,Zara Butt,34.0,Female,Karachi,Basic,619.36,36,51,2,7.0,2026-05-06,3.6,0
822,CUST0822,Waqar Siddiqui,31.0,Male,Faisalabad,Basic,486.41,53,83,2,16.0,2026-05-24,3.6,0
823,CUST0823,Noor Khan,41.0,Female,Peshawar,Basic,520.17,9,13,1,23.0,2026-06-01,3.4,0
824,CUST0824,Naveed Iqbal,54.0,Male,Gujranwala,Standard,1058.94,28,56,3,18.0,2026-04-25,3.7,0
825,CUST0825,Noor Siddiqui,51.0,Female,Gujranwala,Standard,990.19,1,1,1,17.0,2026-04-14,2.6,0
826,CUST0826,Sana Baig,42.0,Female,Sialkot,Basic,514.65,3,5,0,14.0,2026-05-11,3.1,0
827,CUST0827,Hamza Siddiqui,18.0,Male,Peshawar,Standard,1257.58,43,61,2,10.0,2026-04-11,3.1,0
828,CUST0828,Usman Butt,52.0,Male,Multan,Basic,351.76,22,31,4,14.0,2026-05-13,3.2,0
829,CUST0829,Amna Nawaz,48.0,Female,Gujranwala,Basic,394.23,31,42,3,16.0,2026-05-22,5.0,0
830,CUST0830,Lubna Bhatti,50.0,Female,Quetta,Standard,1530.32,4,6,2,25.0,2026-06-01,2.1,1
831,CUST0831,Bilal Hussain,44.0,Male,Gujranwala,Basic,551.45,9,13,2,19.0,2026-05-27,5.0,0
832,CUST0832,Zubair Butt,42.0,Male,Peshawar,Basic,470.09,20,41,1,12.0,2026-05-20,5.0,0
833,CUST0833,Asma Ahmed,35.0,Female,Karachi,Premium,2362.08,8,11,2,23.0,2026-05-24,4.7,0
834,CUST0834,Hassan Raja,46.0,Male,Sialkot,Basic,450.92,25,34,0,14.0,2026-05-30,2.0,0
835,CUST0835,Rabia Hussain,40.0,Female,Rawalpindi,Premium,2883.65,51,78,2,18.0,2026-04-15,3.8,0
836,CUST0836,Bilal Bhatti,56.0,Male,Sukkur,Basic,586.31,60,75,2,12.0,2026-05-03,3.0,1
837,CUST0837,Iqra Rana,30.0,Female,Quetta,Enterprise,4393.92,32,44,2,24.0,2026-03-24,4.1,0
838,CUST0838,Asma Hashmi,35.0,Female,Islamabad,Enterprise,5068.8,4,2,2,11.0,2026-05-16,4.2,0
839,CUST0839,Naveed Nawaz,25.0,Male,Quetta,Standard,1644.65,10,8,3,17.0,2026-05-23,3.6,0
840,CUST0840,Saima Javed,51.0,Female,Faisalabad,Enterprise,,16,17,1,22.0,2026-05-14,3.6,0
841,CUST0841,Usman Hashmi,23.0,Male,Faisalabad,Basic,423.63,37,47,2,5.0,2026-04-05,2.1,1
842,CUST0842,Fatima Khan,55.0,Female,Hyderabad,Premium,2714.48,40,72,1,20.0,2026-05-23,3.2,0
843,CUST0843,Rabia Rana,23.0,Female,Hyderabad,Basic,392.41,17,25,2,14.0,2026-05-28,3.7,0
844,CUST0844,Rabia Khan,36.0,Female,Sargodha,Standard,995.11,2,1,3,8.0,2026-02-20,2.7,1
845,CUST0845,Ahmed Javed,26.0,Male,Multan,Basic,304.96,22,34,2,14.0,2026-05-28,3.2,0
846,CUST0846,Saba Hussain,21.0,Female,Islamabad,Premium,2821.43,10,11,0,12.0,2026-05-29,3.7,0
847,CUST0847,Sara Raja,,Female,Lahore,Standard,1390.5,54,100,2,15.0,2026-05-07,4.1,0
848,CUST0848,Rabia Javed,33.0,Female,Sargodha,Basic,534.74,10,18,2,13.0,2026-05-17,4.6,0
849,CUST0849,Hamza Malik,30.0,Male,Faisalabad,Basic,387.51,36,51,2,12.0,2026-06-01,4.5,0
850,CUST0850,Amna Nawaz,43.0,Female,Quetta,Basic,345.49,28,34,4,10.0,2026-05-24,4.8,1
851,CUST0851,Shahid Khan,28.0,Male,Islamabad,Enterprise,6604.53,60,86,3,14.0,2026-04-22,4.3,0
852,CUST0852,Waqar Khan,18.0,Male,Rawalpindi,Basic,481.32,4,6,3,18.0,2026-05-04,2.5,1
853,CUST0853,Faraz Ansari,26.0,Male,Faisalabad,Premium,2900.59,25,41,1,22.0,2026-05-16,3.4,0
854,CUST0854,Farida Ahmed,38.0,Female,Multan,Basic,614.81,3,4,0,13.0,2026-05-22,2.6,0
855,CUST0855,Ali Raja,32.0,Male,Sargodha,Basic,566.59,25,38,2,11.0,2026-05-29,4.6,0
856,CUST0856,Zubair Raja,18.0,Male,Sukkur,Basic,488.85,17,31,4,4.0,2026-05-15,3.7,1
857,CUST0857,Omer Hashmi,50.0,Male,Rawalpindi,Premium,2469.58,40,58,2,14.0,2026-01-25,3.2,1
858,CUST0858,Zara Bhatti,32.0,Female,Gujranwala,Enterprise,4106.35,6,7,0,7.0,2026-04-04,4.2,0
859,CUST0859,Iqra Butt,24.0,Female,Gujranwala,Premium,2786.72,16,27,3,6.0,2026-05-17,3.8,0
860,CUST0860,Tariq Rana,22.0,Male,Gujranwala,Basic,331.63,25,37,1,16.0,2026-05-09,5.0,0
861,CUST0861,Zubair Sheikh,33.0,Male,Rawalpindi,Standard,1061.39,5,10,0,22.0,2026-05-18,3.8,0
862,CUST0862,Tariq Iqbal,43.0,Male,Lahore,Basic,637.81,8,8,2,25.0,2026-05-29,3.9,0
863,CUST0863,Naveed Rana,37.0,Male,Bahawalpur,Standard,1490.94,21,49,1,22.0,2026-03-22,3.2,0
864,CUST0864,Kamran Butt,,Male,Quetta,Basic,517.45,22,39,3,19.0,2026-05-09,3.5,0
865,CUST0865,Ali Mirza,44.0,Male,Gujranwala,Basic,559.82,20,32,2,13.0,2026-05-24,4.6,0
866,CUST0866,Bilal Rana,32.0,Male,Rawalpindi,Basic,605.03,29,39,1,9.0,2026-05-15,4.4,0
867,CUST0867,Farida Chaudhry,32.0,Female,Karachi,Standard,1084.81,27,33,3,18.0,2026-04-25,3.2,0
868,CUST0868,Tariq Ahmed,51.0,Male,Quetta,Premium,3095.59,9,15,2,16.0,2026-05-11,3.8,0
869,CUST0869,Nadia Iqbal,31.0,Female,Islamabad,Standard,1099.79,19,27,4,20.0,2026-05-24,3.3,0
870,CUST0870,Amna Nawaz,32.0,Female,Larkana,Premium,2466.94,44,56,1,0.0,2026-05-16,3.3,1
871,CUST0871,Waqar Qureshi,42.0,Male,Sukkur,Basic,534.65,6,11,1,11.0,2026-05-06,4.6,0
872,CUST0872,Rizwan Baig,37.0,Male,Bahawalpur,Basic,588.66,54,75,5,18.0,2026-06-01,4.4,1
873,CUST0873,Rida Hussain,24.0,Female,Multan,Premium,2293.28,4,3,2,11.0,2026-05-12,2.9,0
874,CUST0874,Nadia Bhatti,26.0,Female,Gujranwala,Standard,1186.33,23,31,2,14.0,2026-05-20,3.7,0
875,CUST0875,Iqra Ansari,44.0,Female,Gujranwala,Basic,493.46,41,49,1,8.0,2026-05-02,3.1,0
876,CUST0876,Ali Malik,50.0,Male,Islamabad,Premium,1662.21,34,41,1,9.0,2026-04-27,3.3,0
877,CUST0877,Nadia Sheikh,24.0,Female,Karachi,Standard,936.99,2,5,1,17.0,2026-05-25,2.9,0
878,CUST0878,Saima Nawaz,32.0,Female,Bahawalpur,Standard,737.77,10,17,2,10.0,2026-05-21,1.6,1
879,CUST0879,Adnan Ali,36.0,Male,Karachi,Enterprise,3992.22,35,58,4,28.0,2026-05-29,3.6,0
880,CUST0880,Sana Hashmi,18.0,Female,Sargodha,Standard,1297.7,10,17,0,9.0,2026-01-23,2.8,1
881,CUST0881,Noor Ahmed,26.0,Female,Sukkur,Standard,1107.47,14,27,2,21.0,2026-04-01,4.7,0
882,CUST0882,Imran Ali,37.0,Male,Rawalpindi,Enterprise,6032.39,10,11,2,13.0,2026-05-27,2.5,0
883,CUST0883,Shahid Baig,18.0,Male,Rawalpindi,Basic,354.22,60,96,0,11.0,2026-05-11,2.9,0
884,CUST0884,Shahid Javed,18.0,Male,Peshawar,Premium,2680.96,25,34,4,18.0,2026-05-27,3.3,0
885,CUST0885,Farida Ansari,34.0,Female,Larkana,Basic,442.65,29,44,2,21.0,2026-04-29,3.7,0
886,CUST0886,Saima Siddiqui,42.0,Female,Gujranwala,Basic,466.81,38,63,0,0.0,2026-04-15,4.0,0
887,CUST0887,Noor Siddiqui,38.0,Female,Hyderabad,Enterprise,5185.72,1,3,0,15.0,2026-05-03,3.3,0
888,CUST0888,Mehwish Ansari,34.0,Female,Sukkur,Premium,2569.66,7,10,2,10.0,2026-05-24,3.8,0
889,CUST0889,Omer Javed,41.0,Male,Larkana,Premium,1609.89,9,15,0,0.0,2026-05-22,3.5,1
890,CUST0890,Farida Baig,26.0,Female,Karachi,Premium,2683.3,1,3,3,5.0,2026-03-18,3.9,0
891,CUST0891,Rizwan Malik,42.0,Male,Larkana,Basic,452.49,31,41,3,14.0,2026-05-24,3.1,0
892,CUST0892,Zubair Siddiqui,42.0,Male,Karachi,Premium,3402.71,1,0,1,12.0,2026-05-30,4.9,0
893,CUST0893,Asma Bhatti,24.0,Female,Hyderabad,Standard,1191.8,2,5,3,15.0,2026-04-09,,0
894,CUST0894,Ali Hashmi,40.0,Male,Multan,Basic,588.79,55,83,3,1.0,2026-03-30,5.0,1
895,CUST0895,Kamran Raja,31.0,Male,Sargodha,Basic,455.73,25,28,2,13.0,2026-03-19,4.6,0
896,CUST0896,Usman Siddiqui,18.0,Male,Sargodha,Standard,1139.73,2,0,1,25.0,2026-05-23,1.8,1
897,CUST0897,Adnan Qureshi,41.0,Male,Karachi,Premium,2193.07,52,65,1,12.0,2026-03-10,4.2,0
898,CUST0898,Ali Siddiqui,48.0,Male,Multan,Premium,1843.87,1,1,4,20.0,2026-04-06,3.2,0
899,CUST0899,Kamran Nawaz,41.0,Male,Larkana,Basic,375.04,1,1,0,25.0,2026-04-05,1.6,0
900,CUST0900,Ayesha Qureshi,34.0,Female,Hyderabad,Basic,542.0,1,2,2,16.0,2026-03-31,5.0,1
901,CUST0901,Faraz Bhatti,18.0,Male,Bahawalpur,Basic,526.13,34,52,3,11.0,2026-05-17,3.8,0
902,CUST0902,Farida Nawaz,29.0,Female,Sialkot,Standard,1016.89,7,12,4,19.0,2026-04-15,3.6,0
903,CUST0903,Saba Malik,57.0,Female,Islamabad,Basic,599.07,48,70,3,7.0,2026-02-27,3.2,0
904,CUST0904,Shahid Baig,46.0,Male,Faisalabad,Basic,475.03,3,2,2,21.0,2026-05-07,2.1,0
905,CUST0905,Bilal Rana,46.0,Male,Hyderabad,Basic,717.18,5,6,3,20.0,2026-04-20,3.0,0
